0.462008854,0.172786336,0.096535443,0.467051163,0.139076601,0.736382382,0.137278411
0.378359805,0.02395568,0.142718898,0.59004082,0.392170023,0.936061921,0.722060173
0.244722269,0.411791147,0.842688886,0.335419013,0.135218396,0.781501002,0.419399377
0.982252188,0.128256109,0.402429861,0.744525117,0.292967511,0.936672869,0.508180774
0.001919947,0.561168255,0.508276526,0.8301171,0.573619345,0.150462273,0.228445895
0.666093809,0.035108515,0.789060029,0.204084094,0.555580485,0.926771816,0.43515291
0.078326633,0.723566496,0.258583025,0.684630982,0.398876178,0.566665825,0.536778037
0.594356952,0.028952065,0.150619154,0.802099853,0.553939222,0.195956856,0.124947297
0.952688364,0.111857001,0.816907587,0.777633015,0.605214113,0.055432258,0.793741443
0.857826636,0.32239307,0.922718934,0.005394551,0.360814331,0.776609106,0.298404871
